Trace,Exp,Core_0_IPC,Filter
ligra_BellmanFord.com-lj.ungraph.gcc_6.3.0_O3.drop_7500M.length_250M,pythia_MTPS600,0.6947,1
ligra_BellmanFord.com-lj.ungraph.gcc_6.3.0_O3.drop_7500M.length_250M,nopref_MTPS1200,0.52638,1
ligra_BellmanFord.com-lj.ungraph.gcc_6.3.0_O3.drop_7500M.length_250M,spp_MTPS1200,0.68766,1
ligra_BellmanFord.com-lj.ungraph.gcc_6.3.0_O3.drop_7500M.length_250M,bingo_MTPS1200,0.69157,1
ligra_BellmanFord.com-lj.ungraph.gcc_6.3.0_O3.drop_7500M.length_250M,mlop_MTPS1200,0.69429,1
ligra_BellmanFord.com-lj.ungraph.gcc_6.3.0_O3.drop_7500M.length_250M,pythia_MTPS1200,0.69519,1
ligra_BellmanFord.com-lj.ungraph.gcc_6.3.0_O3.drop_7500M.length_250M,nopref_MTPS4800,0.52747,1
ligra_BellmanFord.com-lj.ungraph.gcc_6.3.0_O3.drop_7500M.length_250M,spp_MTPS4800,0.68809,1
ligra_BellmanFord.com-lj.ungraph.gcc_6.3.0_O3.drop_7500M.length_250M,bingo_MTPS4800,0.69183,1
ligra_BellmanFord.com-lj.ungraph.gcc_6.3.0_O3.drop_7500M.length_250M,mlop_MTPS4800,0.69474,1
ligra_BellmanFord.com-lj.ungraph.gcc_6.3.0_O3.drop_7500M.length_250M,pythia_MTPS4800,0.69551,1
ligra_BellmanFord.com-lj.ungraph.gcc_6.3.0_O3.drop_7500M.length_250M,nopref_MTPS9600,0.52752,1
ligra_BellmanFord.com-lj.ungraph.gcc_6.3.0_O3.drop_7500M.length_250M,spp_MTPS9600,0.68811,1
ligra_BellmanFord.com-lj.ungraph.gcc_6.3.0_O3.drop_7500M.length_250M,bingo_MTPS9600,0.69184,1
ligra_BellmanFord.com-lj.ungraph.gcc_6.3.0_O3.drop_7500M.length_250M,mlop_MTPS9600,0.69475,1
ligra_BellmanFord.com-lj.ungraph.gcc_6.3.0_O3.drop_7500M.length_250M,pythia_MTPS9600,0.69553,1
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_23000M.length_250M,nopref,0.46292,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_23000M.length_250M,spp,0.45694,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_23000M.length_250M,bingo,0.51979,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_23000M.length_250M,mlop,0.47851,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_23000M.length_250M,pythia,0.55636,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_23000M.length_250M,nopref_MTPS150,0.34341,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_23000M.length_250M,spp_MTPS150,0.27826,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_23000M.length_250M,bingo_MTPS150,0.1057,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_23000M.length_250M,mlop_MTPS150,0.26862,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_23000M.length_250M,pythia_MTPS150,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_23000M.length_250M,nopref_MTPS300,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_23000M.length_250M,spp_MTPS300,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_23000M.length_250M,bingo_MTPS300,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_23000M.length_250M,mlop_MTPS300,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_23000M.length_250M,pythia_MTPS300,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_23000M.length_250M,nopref_MTPS600,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_23000M.length_250M,spp_MTPS600,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_23000M.length_250M,bingo_MTPS600,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_23000M.length_250M,mlop_MTPS600,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_23000M.length_250M,pythia_MTPS600,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_23000M.length_250M,nopref_MTPS1200,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_23000M.length_250M,spp_MTPS1200,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_23000M.length_250M,bingo_MTPS1200,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_23000M.length_250M,mlop_MTPS1200,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_23000M.length_250M,pythia_MTPS1200,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_23000M.length_250M,nopref_MTPS4800,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_23000M.length_250M,spp_MTPS4800,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_23000M.length_250M,bingo_MTPS4800,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_23000M.length_250M,mlop_MTPS4800,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_23000M.length_250M,pythia_MTPS4800,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_23000M.length_250M,nopref_MTPS9600,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_23000M.length_250M,spp_MTPS9600,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_23000M.length_250M,bingo_MTPS9600,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_23000M.length_250M,mlop_MTPS9600,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_23000M.length_250M,pythia_MTPS9600,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_2500M.length_250M,nopref,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_2500M.length_250M,spp,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_2500M.length_250M,bingo,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_2500M.length_250M,mlop,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_2500M.length_250M,pythia,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_2500M.length_250M,nopref_MTPS150,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_2500M.length_250M,spp_MTPS150,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_2500M.length_250M,bingo_MTPS150,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_2500M.length_250M,mlop_MTPS150,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_2500M.length_250M,pythia_MTPS150,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_2500M.length_250M,nopref_MTPS300,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_2500M.length_250M,spp_MTPS300,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_2500M.length_250M,bingo_MTPS300,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_2500M.length_250M,mlop_MTPS300,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_2500M.length_250M,pythia_MTPS300,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_2500M.length_250M,nopref_MTPS600,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_2500M.length_250M,spp_MTPS600,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_2500M.length_250M,bingo_MTPS600,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_2500M.length_250M,mlop_MTPS600,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_2500M.length_250M,pythia_MTPS600,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_2500M.length_250M,nopref_MTPS1200,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_2500M.length_250M,spp_MTPS1200,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_2500M.length_250M,bingo_MTPS1200,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_2500M.length_250M,mlop_MTPS1200,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_2500M.length_250M,pythia_MTPS1200,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_2500M.length_250M,nopref_MTPS4800,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_2500M.length_250M,spp_MTPS4800,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_2500M.length_250M,bingo_MTPS4800,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_2500M.length_250M,mlop_MTPS4800,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_2500M.length_250M,pythia_MTPS4800,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_2500M.length_250M,nopref_MTPS9600,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_2500M.length_250M,spp_MTPS9600,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_2500M.length_250M,bingo_MTPS9600,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_2500M.length_250M,mlop_MTPS9600,0,0
ligra_BFS-Bitvector.com-lj.ungraph.gcc_6.3.0_O3.drop_2500M.length_250M,pythia_MTPS9600,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,nopref,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,spp,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,bingo,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,mlop,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,pythia,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,nopref_MTPS150,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,spp_MTPS150,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,bingo_MTPS150,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,mlop_MTPS150,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,pythia_MTPS150,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,nopref_MTPS300,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,spp_MTPS300,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,bingo_MTPS300,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,mlop_MTPS300,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,pythia_MTPS300,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,nopref_MTPS600,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,spp_MTPS600,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,bingo_MTPS600,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,mlop_MTPS600,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,pythia_MTPS600,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,nopref_MTPS1200,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,spp_MTPS1200,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,bingo_MTPS1200,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,mlop_MTPS1200,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,pythia_MTPS1200,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,nopref_MTPS4800,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,spp_MTPS4800,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,bingo_MTPS4800,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,mlop_MTPS4800,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,pythia_MTPS4800,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,nopref_MTPS9600,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,spp_MTPS9600,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,bingo_MTPS9600,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,mlop_MTPS9600,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,pythia_MTPS9600,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,nopref,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,spp,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,bingo,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,mlop,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,pythia,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,nopref_MTPS150,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,spp_MTPS150,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,bingo_MTPS150,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,mlop_MTPS150,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,pythia_MTPS150,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,nopref_MTPS300,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,spp_MTPS300,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,bingo_MTPS300,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,mlop_MTPS300,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,pythia_MTPS300,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,nopref_MTPS600,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,spp_MTPS600,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,bingo_MTPS600,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,mlop_MTPS600,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,pythia_MTPS600,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,nopref_MTPS1200,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,spp_MTPS1200,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,bingo_MTPS1200,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,mlop_MTPS1200,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,pythia_MTPS1200,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,nopref_MTPS4800,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,spp_MTPS4800,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,bingo_MTPS4800,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,mlop_MTPS4800,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,pythia_MTPS4800,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,nopref_MTPS9600,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,spp_MTPS9600,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,bingo_MTPS9600,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,mlop_MTPS9600,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,pythia_MTPS9600,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_5000M.length_250M,nopref,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_5000M.length_250M,spp,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_5000M.length_250M,bingo,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_5000M.length_250M,mlop,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_5000M.length_250M,pythia,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_5000M.length_250M,nopref_MTPS150,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_5000M.length_250M,spp_MTPS150,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_5000M.length_250M,bingo_MTPS150,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_5000M.length_250M,mlop_MTPS150,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_5000M.length_250M,pythia_MTPS150,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_5000M.length_250M,nopref_MTPS300,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_5000M.length_250M,spp_MTPS300,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_5000M.length_250M,bingo_MTPS300,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_5000M.length_250M,mlop_MTPS300,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_5000M.length_250M,pythia_MTPS300,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_5000M.length_250M,nopref_MTPS600,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_5000M.length_250M,spp_MTPS600,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_5000M.length_250M,bingo_MTPS600,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_5000M.length_250M,mlop_MTPS600,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_5000M.length_250M,pythia_MTPS600,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_5000M.length_250M,nopref_MTPS1200,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_5000M.length_250M,spp_MTPS1200,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_5000M.length_250M,bingo_MTPS1200,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_5000M.length_250M,mlop_MTPS1200,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_5000M.length_250M,pythia_MTPS1200,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_5000M.length_250M,nopref_MTPS4800,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_5000M.length_250M,spp_MTPS4800,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_5000M.length_250M,bingo_MTPS4800,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_5000M.length_250M,mlop_MTPS4800,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_5000M.length_250M,pythia_MTPS4800,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_5000M.length_250M,nopref_MTPS9600,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_5000M.length_250M,spp_MTPS9600,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_5000M.length_250M,bingo_MTPS9600,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_5000M.length_250M,mlop_MTPS9600,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_5000M.length_250M,pythia_MTPS9600,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,nopref,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,spp,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,bingo,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,mlop,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,pythia,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,nopref_MTPS150,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,spp_MTPS150,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,bingo_MTPS150,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,mlop_MTPS150,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,pythia_MTPS150,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,nopref_MTPS300,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,spp_MTPS300,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,bingo_MTPS300,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,mlop_MTPS300,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,pythia_MTPS300,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,nopref_MTPS600,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,spp_MTPS600,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,bingo_MTPS600,0,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,mlop_MTPS600,1.21707,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,pythia_MTPS600,1.21702,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,nopref_MTPS1200,0.88154,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,spp_MTPS1200,1.21457,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,bingo_MTPS1200,1.20979,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,mlop_MTPS1200,1.21707,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,pythia_MTPS1200,1.21702,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,nopref_MTPS4800,0.88154,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,spp_MTPS4800,1.21456,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,bingo_MTPS4800,1.20979,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,mlop_MTPS4800,1.21707,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,pythia_MTPS4800,1.21702,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,nopref_MTPS9600,0.88154,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,spp_MTPS9600,1.21456,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,bingo_MTPS9600,1.20979,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,mlop_MTPS9600,1.21707,0
ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,pythia_MTPS9600,1.21702,0
ligra_BFS.com-lj.ungraph.gcc_6.3.0_O3.drop_21500M.length_250M,nopref,0.34857,1
ligra_BFS.com-lj.ungraph.gcc_6.3.0_O3.drop_21500M.length_250M,spp,0.39626,1
ligra_BFS.com-lj.ungraph.gcc_6.3.0_O3.drop_21500M.length_250M,bingo,0.51071,1
ligra_BFS.com-lj.ungraph.gcc_6.3.0_O3.drop_21500M.length_250M,mlop,0.4293,1
ligra_BFS.com-lj.ungraph.gcc_6.3.0_O3.drop_21500M.length_250M,pythia,0.52382,1
ligra_BFS.com-lj.ungraph.gcc_6.3.0_O3.drop_21500M.length_250M,nopref_MTPS150,0.23786,1
